ui name,user intent,capability,java controler name,description,api name,end point
Claim Module,Take Action,Claim,ClaimController,Auto-generated OpenAPI description for Take Action,takeAction,/api/claims/action
Claim Module,Cancel Claim,Claim,ClaimController,Auto-generated OpenAPI description for Cancel Claim,cancelClaim,/api/claims/cancel/{id}
Claim Module,Get Claim Status Details,Claim,ClaimController,Auto-generated OpenAPI description for Get Claim Status Details,getClaimStatusDetails,/api/claims/status-details/{id}
Claim Module,Get Summary,Claim,ClaimController,Auto-generated OpenAPI description for Get Summary,getSummary,/api/claims/summary/{employeeId}
Claim Module,Update Finance Status,Claim,ClaimController,Auto-generated OpenAPI description for Update Finance Status,updateFinanceStatus,/api/claims/finance/update-status/{id}
Claim Module,If,Claim,ClaimController,Auto-generated OpenAPI description for If,getClaimReceipt,/api/claims/receipt/{id}
Claim Module,If,Claim,ClaimController,Auto-generated OpenAPI description for If,getDraftReceipt,/api/claims/draft/receipt/{draftId}
Claim Module,Save Draft,Claim,ClaimController,Auto-generated OpenAPI description for Save Draft,saveDraft,/api/claims/draft
Claim Module,Update Draft,Claim,ClaimController,Auto-generated OpenAPI description for Update Draft,updateDraft,/api/claims/draft/{draftId}
Claim Module,Get Draft Receipts,Claim,ClaimController,Auto-generated OpenAPI description for Get Draft Receipts,getDraftReceipts,/api/claims/draft/{draftId}/receipts
Claim Module,Runtime Exception,Claim,ClaimController,Auto-generated OpenAPI description for Runtime Exception,getDraftReceiptData,/api/claims/draft/{draftId}/receipts/{receiptId}
Claim Module,Get Draft For Edit,Claim,ClaimController,Auto-generated OpenAPI description for Get Draft For Edit,getDraftForEdit,/api/claims/draft/{draftId}
Claim Module,Get Employee Drafts,Claim,ClaimController,Auto-generated OpenAPI description for Get Employee Drafts,getEmployeeDrafts,/api/claims/drafts/{employeeId}
Claim Module,Get Drafts By Group Id,Claim,ClaimController,Auto-generated OpenAPI description for Get Drafts By Group Id,getDraftsByGroupId,/api/claims/draft/group/{groupId}
Claim Module,Submit Draft From Draft,Claim,ClaimController,Auto-generated OpenAPI description for Submit Draft From Draft,submitDraftFromDraft,/api/claims/submit-draft/{draftId}
Claim Module,Delete Draft,Claim,ClaimController,Auto-generated OpenAPI description for Delete Draft,deleteDraft,/api/claims/draft/delete/{id}
Claim Module,Submit Updated Draft,Claim,ClaimController,Auto-generated OpenAPI description for Submit Updated Draft,submitUpdatedDraft,/api/claims/submit-draft/{draftId}
Claim Module,Get Reimbursement Settings,Claim,ClaimController,Auto-generated OpenAPI description for Get Reimbursement Settings,getReimbursementSettings,/api/claims/settings
Claim Module,Save Reimbursement Settings,Claim,ClaimController,Auto-generated OpenAPI description for Save Reimbursement Settings,saveReimbursementSettings,/api/claims/settings
Claim Module,Get Active Categories,Claim,ClaimController,Auto-generated OpenAPI description for Get Active Categories,getActiveCategories,/api/claims/categories
Claim Module,Create Category,Claim,ClaimController,Auto-generated OpenAPI description for Create Category,createCategory,/api/claims/categories
Claim Module,Delete Category,Claim,ClaimController,Auto-generated OpenAPI description for Delete Category,deleteCategory,/api/claims/categories/{id}
Claim Module,Get Claims Report,Claim,ClaimController,Auto-generated OpenAPI description for Get Claims Report,getClaimsReport,/api/claims/reports
Claim Module,If,Claim,ClaimController,Auto-generated OpenAPI description for If,downloadClaimReceipt,/api/claims/{claimId}/receipts/{receiptId}
EmployeeSummary Module,Get All Employees Summary,EmployeeSummary,EmployeeSummaryController,Auto-generated OpenAPI description for Get All Employees Summary,getAllEmployeesSummary,/api/employeesdetails/summary
EmployeeSummary Module,Get Employee Suggestions,EmployeeSummary,EmployeeSummaryController,Auto-generated OpenAPI description for Get Employee Suggestions,getEmployeeSuggestions,/api/employeesdetails/suggestions
EmployeeSummary Module,Get Approver Suggestions,EmployeeSummary,EmployeeSummaryController,Auto-generated OpenAPI description for Get Approver Suggestions,getApproverSuggestions,/api/employeesdetails/approver-suggestions
PerformanceAttribute Module,Get Attribute Report,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Attribute Report,getAttributeReport,/api/attributes/fetch-reports
PerformanceAttribute Module,Assign Attribute,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Assign Attribute,assignAttribute,/api/attributes/assign
PerformanceAttribute Module,Assign Attributes Batch,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Assign Attributes Batch,assignAttributesBatch,/api/attributes/assign-batch
PerformanceAttribute Module,Submit Bulk Self Assessment,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Submit Bulk Self Assessment,submitBulkSelfAssessment,/api/attributes/employee/self-assessments
PerformanceAttribute Module,Update Employee Feedback,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Update Employee Feedback,updateEmployeeFeedback,/api/attributes/{attributeId}/employee-feedback
PerformanceAttribute Module,Get Attributes For Employee,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Attributes For Employee,getAttributesForEmployee,/api/attributes/employee/{empId}
PerformanceAttribute Module,Delete Attribute,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Delete Attribute,deleteAttribute,/api/attributes/delete/{attributeId}
PerformanceAttribute Module,Get Attributes For Manager,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Attributes For Manager,getAttributesForManager,/api/attributes/manager/{managerId}
PerformanceAttribute Module,Get Rejected Attributes By Manager,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Rejected Attributes By Manager,getRejectedAttributesByManager,/api/attributes/rejected/{managerId}
PerformanceAttribute Module,Reassign Attribute,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Reassign Attribute,reassignAttribute,/api/attributes/reassign/{attributeId}
PerformanceAttribute Module,Get Employees Assigned By Manager,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Employees Assigned By Manager,getEmployeesAssignedByManager,/api/attributes/manager/{managerId}/employees
PerformanceAttribute Module,Get Submitted Attributes For Manager,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Submitted Attributes For Manager,getSubmittedAttributesForManager,/api/attributes/submitted/{managerId}
PerformanceAttribute Module,Get Employee Attribute Details Under Manager,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Employee Attribute Details Under Manager,getEmployeeAttributeDetailsUnderManager,/api/attributes/manager/{managerId}/employee/{employeeId}
PerformanceAttribute Module,Update Attribute Status,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Update Attribute Status,updateAttributeStatus,/api/attributes/{attributeId}/status
PerformanceAttribute Module,Get Employees,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Employees,getEmployees,/api/attributes/reviewer/{reviewerId}/employees
PerformanceAttribute Module,Get Employees By Hr Id,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Employees By Hr Id,getEmployeesByHrId,/api/attributes/hr/{hrId}/employees
PerformanceAttribute Module,Review Attributes,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Review Attributes,reviewAttributes,/api/attributes/review
PerformanceAttribute Module,Get Feedback,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Feedback,getFeedback,/api/attributes/{attributeId}/feedback
PerformanceAttribute Module,Update Manager Feedback,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Update Manager Feedback,updateManagerFeedback,/api/attributes/{attributeId}/manager-feedback
PerformanceAttribute Module,Submit Bulk Feedback,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Submit Bulk Feedback,submitBulkFeedback,/api/attributes/manager-feedback
PerformanceAttribute Module,Get Manager Feedback,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Manager Feedback,getManagerFeedback,/api/attributes/{attributeId}/manager-feedback
PerformanceAttribute Module,Update Reviewer Comments,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Update Reviewer Comments,updateReviewerComments,/api/attributes/{attributeId}/reviewer-comments
PerformanceAttribute Module,Get Reviewer Comments,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Reviewer Comments,getReviewerComments,/api/attributes/{attributeId}/reviewer-comments
PerformanceAttribute Module,Get Attribute History,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Attribute History,getAttributeHistory,/api/attributes/history/employee/{employeeId}
PerformanceAttribute Module,Get Available Years,PerformanceAttribute,PerformanceAttributeController,Auto-generated OpenAPI description for Get Available Years,getAvailableYears,/api/attributes/history/employee/{employeeId}/years
OrgChart Module,Get Org Chart Tree,OrgChart,OrgChartController,Auto-generated OpenAPI description for Get Org Chart Tree,getOrgChartTree,/api/org-chart
OrgChart Module,Get Organization Overview,OrgChart,OrgChartController,Auto-generated OpenAPI description for Get Organization Overview,getOrganizationOverview,/api/organization-overview/{employeeId}
PayrollManagement Module,Calculate Payroll,PayrollManagement,PayrollManagementController,Auto-generated OpenAPI description for Calculate Payroll,calculatePayroll,/api/payroll-management/calculate
ApplicantDocuments Module,Upload Documents,ApplicantDocuments,ApplicantDocumentsController,Auto-generated OpenAPI description for Upload Documents,uploadDocuments,/api/v1/documents/upload/{id}
ApplicantDocuments Module,Get All Templates,ApplicantDocuments,ApplicantDocumentsController,Auto-generated OpenAPI description for Get All Templates,getAllTemplates,/api/v1/documents/templates
ApplicantDocuments Module,Delete Documents,ApplicantDocuments,ApplicantDocumentsController,Auto-generated OpenAPI description for Delete Documents,deleteDocuments,/api/v1/documents/{id}
ITDeclarationField Module,Get Fields By Card,ITDeclarationField,ITDeclarationFieldController,Auto-generated OpenAPI description for Get Fields By Card,getFieldsByCard,/api/it-declaration-fields/card/{cardId}
ITDeclarationField Module,Save Field,ITDeclarationField,ITDeclarationFieldController,Auto-generated OpenAPI description for Save Field,saveField,/api/it-declaration-fields/card/{cardId}/save
ITDeclarationField Module,Delete Field,ITDeclarationField,ITDeclarationFieldController,Auto-generated OpenAPI description for Delete Field,deleteField,/api/it-declaration-fields/{id}
ITDeclarationField Module,Get All Fields,ITDeclarationField,ITDeclarationFieldController,Auto-generated OpenAPI description for Get All Fields,getAllFields,/api/it-declaration-fields/all
OfferLetter Module,Http Headers,OfferLetter,OfferLetterController,Auto-generated OpenAPI description for Http Headers,generateOffer,/api/v1/letters/offer/{applicantId}/{templateName}
OfferLetter Module,If,OfferLetter,OfferLetterController,Auto-generated OpenAPI description for If,generateOfferPdf,/api/v1/letters/offer/pdf/{applicantId}/{templateName}
OfferLetter Module,Send Both Letters,OfferLetter,OfferLetterController,Auto-generated OpenAPI description for Send Both Letters,sendBothLetters,/api/v1/letters/sendBoth/{applicantId}/{offerFile}/{appointFile}
OfferLetter Module,Send Both Letters Pdf,OfferLetter,OfferLetterController,Auto-generated OpenAPI description for Send Both Letters Pdf,sendBothLettersPdf,/api/v1/letters/sendBoth/pdf/{applicantId}/{offerFile}/{appointFile}
OfferLetter Module,Send Offer Letter Pdf,OfferLetter,OfferLetterController,Auto-generated OpenAPI description for Send Offer Letter Pdf,sendOfferLetterPdf,/api/v1/letters/sendOffer/pdf/{applicantId}/{offerFile}
OfferLetter Module,Send Appointment Letter Pdf,OfferLetter,OfferLetterController,Auto-generated OpenAPI description for Send Appointment Letter Pdf,sendAppointmentLetterPdf,/api/v1/letters/sendAppointment/pdf/{applicantId}/{appointFile}
TravelRequest Module,Upload Multiple Files,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Upload Multiple Files,uploadMultipleFiles,/api/travel/admin/upload-pdfs/{requestId}
TravelRequest Module,Get Documents By Request Id,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Get Documents By Request Id,getDocumentsByRequestId,/api/travel/documents/{requestId}
TravelRequest Module,If,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for If,downloadDocument,/api/travel/download-document/{documentId}
TravelRequest Module,Create Request,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Create Request,createRequest,/api/travel/create
TravelRequest Module,Get All Requests For Manager,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Get All Requests For Manager,getAllRequestsForManager,/api/travel/manager/all/{managerId}
TravelRequest Module,Get Pending For Manager,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Get Pending For Manager,getPendingForManager,/api/travel/manager/pending/{managerId}
TravelRequest Module,Approve Request,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Approve Request,approveRequest,/api/travel/approve/{id}
TravelRequest Module,Reject Request,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Reject Request,rejectRequest,/api/travel/reject/{id}
TravelRequest Module,Reject Request By Admin,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Reject Request By Admin,rejectRequestByAdmin,/api/travel/admin/reject/{id}
TravelRequest Module,Cancel Request,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Cancel Request,cancelRequest,/api/travel/cancel/{id}
TravelRequest Module,Get Requests Assigned To Admin,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Get Requests Assigned To Admin,getRequestsAssignedToAdmin,/api/travel/admin/assigned-requests/{adminId}
TravelRequest Module,Assign To Admin,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Assign To Admin,assignToAdmin,/api/travel/admin/assign/{id}
TravelRequest Module,Transfer To Admin,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Transfer To Admin,transferToAdmin,/api/travel/admin/transfer/{id}
TravelRequest Module,Get All Requests By Employee,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Get All Requests By Employee,getAllRequestsByEmployee,/api/travel/employee/all/{employeeId}
TravelRequest Module,Get Active Requests By Employee,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Get Active Requests By Employee,getActiveRequestsByEmployee,/api/travel/employee/active/{employeeId}
TravelRequest Module,Mark As Downloaded,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Mark As Downloaded,markAsDownloaded,/api/travel/mark-downloaded/{requestId}
TravelRequest Module,Get Travel Reports,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Get Travel Reports,getTravelReports,/api/travel/reports
TravelRequest Module,Reassign Manager,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Reassign Manager,reassignManager,/api/travel/admin/reassign-manager/{requestId}
TravelRequest Module,Debug Pending Requests,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Debug Pending Requests,debugPendingRequests,/api/travel/debug/pending-requests/{employeeId}
TravelRequest Module,Test Reassign,TravelRequest,TravelRequestController,Auto-generated OpenAPI description for Test Reassign,testReassign,/api/travel/debug/test-reassign/{employeeId}
TaskCount Module,Get Task Counts,TaskCount,TaskCountController,Auto-generated OpenAPI description for Get Task Counts,getTaskCounts,/api/task-counts/{employeeId}
Audit Module,Get Audit Logs By User Id,Audit,AuditController,Auto-generated OpenAPI description for Get Audit Logs By User Id,getAuditLogsByUserId,/api/audit/user/{userId}
Audit Module,Get Audit Logs By Module,Audit,AuditController,Auto-generated OpenAPI description for Get Audit Logs By Module,getAuditLogsByModule,/api/audit/module/{module}
Audit Module,Get Audit Logs By Entity,Audit,AuditController,Auto-generated OpenAPI description for Get Audit Logs By Entity,getAuditLogsByEntity,/api/audit/entity/{entityName}/{entityId}
Audit Module,Get Audit Logs By Date Range,Audit,AuditController,Auto-generated OpenAPI description for Get Audit Logs By Date Range,getAuditLogsByDateRange,/api/audit/date-range
Audit Module,Get Audit Logs By User And Date Range,Audit,AuditController,Auto-generated OpenAPI description for Get Audit Logs By User And Date Range,getAuditLogsByUserAndDateRange,/api/audit/user/{userId}/date-range
Audit Module,Get Audit Logs By Module And Date Range,Audit,AuditController,Auto-generated OpenAPI description for Get Audit Logs By Module And Date Range,getAuditLogsByModuleAndDateRange,/api/audit/module/{module}/date-range
Audit Module,Get Audit Logs By Reference Id,Audit,AuditController,Auto-generated OpenAPI description for Get Audit Logs By Reference Id,getAuditLogsByReferenceId,/api/audit/reference/{referenceId}
Audit Module,Get Audit Statistics,Audit,AuditController,Auto-generated OpenAPI description for Get Audit Statistics,getAuditStatistics,/api/audit/statistics
Audit Module,Get Login Attempts,Audit,AuditController,Auto-generated OpenAPI description for Get Login Attempts,getLoginAttempts,/api/audit/login-attempts
Audit Module,Test Audit Logging,Audit,AuditController,Auto-generated OpenAPI description for Test Audit Logging,testAuditLogging,/api/audit/test-audit
Audit Module,Test Claim Audit Logging,Audit,AuditController,Auto-generated OpenAPI description for Test Claim Audit Logging,testClaimAuditLogging,/api/audit/test-claim-audit
Audit Module,Get Failed Logins,Audit,AuditController,Auto-generated OpenAPI description for Get Failed Logins,getFailedLogins,/api/audit/failed-logins
Allocation Module,Get Allocation Report,Allocation,AllocationController,Auto-generated OpenAPI description for Get Allocation Report,getAllocationReport,/api/allocations/fetch-reports
Allocation Module,Get Allocations By Project,Allocation,AllocationController,Auto-generated OpenAPI description for Get Allocations By Project,getAllocationsByProject,/api/allocations/project/{projectId}
Allocation Module,Create Bulk Allocations,Allocation,AllocationController,Auto-generated OpenAPI description for Create Bulk Allocations,createBulkAllocations,/api/allocations/bulk
Allocation Module,Get Allocations For Employee,Allocation,AllocationController,Auto-generated OpenAPI description for Get Allocations For Employee,getAllocationsForEmployee,/api/allocations/employee/{employeeId}
Allocation Module,Get Allocations For Manager,Allocation,AllocationController,Auto-generated OpenAPI description for Get Allocations For Manager,getAllocationsForManager,/api/allocations/manager/{managerId}
Allocation Module,Get Allocations By Employee And Date,Allocation,AllocationController,Auto-generated OpenAPI description for Get Allocations By Employee And Date,getAllocationsByEmployeeAndDate,/api/allocations/employee/{employeeId}/date/{date}
Allocation Module,Update Allocation,Allocation,AllocationController,Auto-generated OpenAPI description for Update Allocation,updateAllocation,/api/allocations/{allocationId}
Allocation Module,Get Contract Management Report,Allocation,AllocationController,Auto-generated OpenAPI description for Get Contract Management Report,getContractManagementReport,/api/allocations/contract-report
ExitAnswers Module,Get Exit Answers For Form,ExitAnswers,ExitAnswersController,Auto-generated OpenAPI description for Get Exit Answers For Form,getExitAnswersForForm,/api/v1/exit-management/exit-answers/{formId}
OnboardingAuth Module,Send Otp,OnboardingAuth,OnboardingAuthController,Auto-generated OpenAPI description for Send Otp,sendOtp,/api/v1/auth/send-otp
PerformanceGoal Module,Get Performance Report,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Performance Report,getPerformanceReport,/api/goals/fetch-reports
PerformanceGoal Module,Assign Goal,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Assign Goal,assignGoal,/api/goals/assign
PerformanceGoal Module,Assign Goals Batch,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Assign Goals Batch,assignGoalsBatch,/api/goals/assign-batch
PerformanceGoal Module,Submit Bulk Self Assessment,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Submit Bulk Self Assessment,submitBulkSelfAssessment,/api/goals/employee/self-assessments
PerformanceGoal Module,Update Employee Feedback,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Update Employee Feedback,updateEmployeeFeedback,/api/goals/{goalId}/employee-feedback
PerformanceGoal Module,Get Goals For Employee,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Goals For Employee,getGoalsForEmployee,/api/goals/employee/{empId}
PerformanceGoal Module,Delete Goal,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Delete Goal,deleteGoal,/api/goals/delete/{goalId}
PerformanceGoal Module,Get Goals For Manager,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Goals For Manager,getGoalsForManager,/api/goals/manager/{managerId}
PerformanceGoal Module,Get Rejected Goals By Manager,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Rejected Goals By Manager,getRejectedGoalsByManager,/api/goals/rejected/{managerId}
PerformanceGoal Module,Reassign Goal,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Reassign Goal,reassignGoal,/api/goals/reassign/{goalId}
PerformanceGoal Module,Get Employees Assigned By Manager,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Employees Assigned By Manager,getEmployeesAssignedByManager,/api/goals/manager/{managerId}/employees
PerformanceGoal Module,Get Submitted Goals For Manager,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Submitted Goals For Manager,getSubmittedGoalsForManager,/api/goals/submitted/{managerId}
PerformanceGoal Module,Get Goals Under Manager,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Goals Under Manager,getGoalsUnderManager,/api/goals/manager/{managerId}/employee-goals
PerformanceGoal Module,Get Employee Goal Details Under Manager,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Employee Goal Details Under Manager,getEmployeeGoalDetailsUnderManager,/api/goals/manager/{managerId}/employee/{employeeId}
PerformanceGoal Module,Update Goal Status,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Update Goal Status,updateGoalStatus,/api/goals/{goalId}/status
PerformanceGoal Module,Get Employees,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Employees,getEmployees,/api/goals/reviewer/{reviewerId}/employees
PerformanceGoal Module,Get Employees By Hr Id,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Employees By Hr Id,getEmployeesByHrId,/api/goals/hr/{hrId}/employees
PerformanceGoal Module,Review Goals,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Review Goals,reviewGoals,/api/goals/review
PerformanceGoal Module,Get Feedback,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Feedback,getFeedback,/api/goals/{goalId}/feedback
PerformanceGoal Module,Update Manager Feedback,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Update Manager Feedback,updateManagerFeedback,/api/goals/{goalId}/manager-feedback
PerformanceGoal Module,Submit Bulk Feedback,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Submit Bulk Feedback,submitBulkFeedback,/api/goals/manager-feedback
PerformanceGoal Module,Get Manager Feedback,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Manager Feedback,getManagerFeedback,/api/goals/{goalId}/manager-feedback
PerformanceGoal Module,Update Reviewer Comments,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Update Reviewer Comments,updateReviewerComments,/api/goals/{goalId}/reviewer-comments
PerformanceGoal Module,Get Reviewer Comments,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Reviewer Comments,getReviewerComments,/api/goals/{goalId}/reviewer-comments
PerformanceGoal Module,Get Employee By Id,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Employee By Id,getEmployeeById,/api/goals/{employeeId}
PerformanceGoal Module,Get Employees By Role And Id,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Employees By Role And Id,getEmployeesByRoleAndId,/api/goals/by-role/{role}/{roleId}
PerformanceGoal Module,Get Goal History,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Goal History,getGoalHistory,/api/goals/history/employee/{employeeId}
PerformanceGoal Module,Get Available Years,PerformanceGoal,PerformanceGoalController,Auto-generated OpenAPI description for Get Available Years,getAvailableYears,/api/goals/history/employee/{employeeId}/years
AssetCategory Module,Get Parent Categories,AssetCategory,AssetCategoryController,Auto-generated OpenAPI description for Get Parent Categories,getParentCategories,/api/assets/categories/roots
AssetCategory Module,Create Categories,AssetCategory,AssetCategoryController,Auto-generated OpenAPI description for Create Categories,createCategories,/api/assets/categories/bulk
AssetCategory Module,Update Category,AssetCategory,AssetCategoryController,Auto-generated OpenAPI description for Update Category,updateCategory,/api/assets/categories/{id}
AssetCategory Module,Delete Category,AssetCategory,AssetCategoryController,Auto-generated OpenAPI description for Delete Category,deleteCategory,/api/assets/categories/{id}
Email Module,Send Onboarding Email,Email,EmailController,Auto-generated OpenAPI description for Send Onboarding Email,sendOnboardingEmail,/api/v1/emails/send-onboarding-link
Email Module,Test Email,Email,EmailController,Auto-generated OpenAPI description for Test Email,testEmail,/api/v1/emails/test
Email Module,Send Reupload Mail,Email,EmailController,Auto-generated OpenAPI description for Send Reupload Mail,sendReuploadMail,/api/v1/emails/send-reupload-mail
PolicyAcknowledgment Module,Get Pending Policies,PolicyAcknowledgment,PolicyAcknowledgmentController,Auto-generated OpenAPI description for Get Pending Policies,getPendingPolicies,/api/policies/pending
PolicyAcknowledgment Module,Acknowledge Policy,PolicyAcknowledgment,PolicyAcknowledgmentController,Auto-generated OpenAPI description for Acknowledge Policy,acknowledgePolicy,/api/policies/acknowledge/{policyId}
Clearance Module,Get Clearance,Clearance,ClearanceController,Auto-generated OpenAPI description for Get Clearance,getClearance,/api/clearance/{resignationId}
Clearance Module,Create Or Update Clearance,Clearance,ClearanceController,Auto-generated OpenAPI description for Create Or Update Clearance,createOrUpdateClearance,/api/clearance/{resignationId}
CompensationDetails Module,Get Proxy Ytd Report,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Get Proxy Ytd Report,getProxyYtdReport,/api/compensation/ytd-report
CompensationDetails Module,Get Designation Categories,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Get Designation Categories,getDesignationCategories,/api/compensation/designation-categories
CompensationDetails Module,Create Designation Category,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Create Designation Category,createDesignationCategory,/api/compensation/designation-categories
CompensationDetails Module,Delete Designation Category,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Delete Designation Category,deleteDesignationCategory,/api/compensation/designation-categories/{id}
CompensationDetails Module,Get Employee History,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Get Employee History,getEmployeeHistory,/api/compensation/history/{employeeId}
CompensationDetails Module,Get Pending Tasks,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Get Pending Tasks,getPendingTasks,/api/compensation/approver/{approverId}
CompensationDetails Module,Get History,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Get History,getHistory,/api/compensation/history
CompensationDetails Module,Manual Sync,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Manual Sync,manualSync,/api/compensation/sync
CompensationDetails Module,Get By Employee Id,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Get By Employee Id,getByEmployeeId,/api/compensation/{employeeId}
CompensationDetails Module,Approve,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Approve,approve,/api/compensation/approve
CompensationDetails Module,Reject,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Reject,reject,/api/compensation/reject
CompensationDetails Module,Finalize Compensation,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Finalize Compensation,finalizeCompensation,/api/compensation/finalize
CompensationDetails Module,Get Templates,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Get Templates,getTemplates,/api/compensation/templates
CompensationDetails Module,Finalize With Doc,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Finalize With Doc,finalizeWithDoc,/api/compensation/finalize-with-doc
CompensationDetails Module,Upload Template,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Upload Template,uploadTemplate,/api/compensation/upload-template
CompensationDetails Module,Delete Template,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Delete Template,deleteTemplate,/api/compensation/templates/{id}
CompensationDetails Module,If,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for If,previewTemplate,/api/compensation/templates/{id}/preview
CompensationDetails Module,Save Bulk,CompensationDetails,CompensationDetailsController,Auto-generated OpenAPI description for Save Bulk,saveBulk,/api/compensation/bulk
